,species,Longitude (degrees),lat,AMT,max temp,Tmin,AMP,Clay,Country,,,,,,,,  
979,Lycium barbarum,151.55,-32.73,179,287,56,923,21,,,,,,,,,
980,Lycium barbarum,151.63,-32.71,179,284,60,969,21,,,,,,,,,
981,Ficus carica,138.083333,-32.7,155,301,32,552,22.87999916,,,,,,,,,
982,Fumaria muralis,151.05,-32.7,171,297,37,703,10.5,,,,,,,,,
983,Fumaria muralis,151.5,-32.7,179,287,56,923,21,,,,,,,,,
984,Festuca arundinacea,-58.19,-32.69,182,321,66,1091,29,,,,,,,,,
985,Fumaria muralis,115.607972,-32.67475,178,301,85,867,8,,,,,,,,,
986,Fumaria muralis,118.15,-32.666666,164,319,47,345,10,,,,,,,,,
987,Fumaria muralis,151.23257,-32.6289,177,301,43,699,12.80000019,,,,,,,,,
988,Fumaria muralis,26.375,-32.625,162,285,32,576,23.84000015,,,,,,,,,
989,Fallopia convolvulus,27.125,-32.625,159,262,52,828,26.07999992,,,,,,,,,
990,Fumaria muralis,27.875,-32.625,174,255,81,734,20.42000008,,,,,,,,,
991,Fumaria muralis,115.6,-32.6,181,301,88,853,8,,,,,,,,,
992,Festuca arundinacea,149.58,-32.6,143,288,8,775,11,,,,,,,,,
993,Festuca arundinacea,151.2,-32.6,177,301,43,699,12.80000019,,,,,,,,,
994,Festuca arundinacea,151.6,-32.6,177,284,56,987,13.93999958,,,,,,,,,
995,Lycium barbarum,151.6,-32.6,177,284,56,987,13.93999958,,,,,,,,,
996,Euphorbia helioscopia,148.95,-32.55,163,317,20,674,21.55999947,,,,,,,,,
997,Ficus carica,137.986111,-32.542222,174,315,49,359,18.92000008,,,,,,,,,
998,Ficus carica,150.551,-32.5408,158,292,21,729,10,,,,,,,,,
999,Euphorbia helioscopia,149,-32.5,157,310,16,708,11,,,,,,,,,
1000,Festuca arundinacea,149.6,-32.5,152,297,13,717,11,,,,,,,,,
1001,Festuca arundinacea,151.2,-32.5,177,302,42,726,20.06999969,,,,,,,,,
1002,Fumaria muralis,138.03812,-32.47343,159,309,32,455,23,,,,,,,,,
1003,Fumaria muralis,138.013889,-32.466111,159,309,32,455,23,,,,,,,,,
1004,Festuca arundinacea,151.09694,-32.457073,176,305,40,704,12.31999969,,,,,,,,,
1005,Fumaria muralis,117.3525,-32.425,166,320,49,388,11,,,,,,,,,
1006,Fumaria muralis,150.37358,-32.41053,167,305,26,634,10,,,,,,,,,
1007,Euphorbia helioscopia,116,-32.4,166,305,65,1144,19.10000038,,,,,,,,,
1008,Ficus carica,116,-32.4,166,305,65,1144,19.10000038,,,,,,,,,
1009,Fumaria muralis,117.4,-32.4,169,325,51,379,11,,,,,,,,,
1010,Ficus carica,116.006388,-32.383055,166,305,65,1144,19.10000038,,,,,,,,,
1011,Fumaria muralis,150,-32.38,160,300,20,639,10.93999958,,,,,,,,,
1012,Festuca arundinacea,150.8411,-32.37612,170,304,31,668,11,,,,,,,,,
1013,Fallopia convolvulus,26.875,-32.375,132,245,18,867,28,,,,,,,,,
1014,Fallopia convolvulus,27.375,-32.375,152,249,52,809,28,,,,,,,,,
1015,Lycium barbarum,150.67,-32.37,174,311,33,643,17.10000038,,,,,,,,,
1016,Euphorbia helioscopia,115.966666,-32.366666,180,310,81,950,8.039999962,,,,,,,,,
1017,Fumaria muralis,115.914444,-32.340833,183,309,86,895,4.150000095,,,,,,,,,
1018,Ficus carica,115.908611,-32.337777,183,309,86,895,4.150000095,,,,,,,,,
1019,Festuca arundinacea,150.8911,-32.328278,173,308,33,648,11.55000019,,,,,,,,,
1020,Ficus carica,115.6903,-32.3053,185,302,93,800,8,,,,,,,,,
1021,Ficus carica,115.6902,-32.3052,185,302,93,800,8,,,,,,,,,
1022,Fumaria muralis,150,-32.3,161,300,21,636,10.02000046,,,,,,,,,
1023,Lycium barbarum,150.7,-32.3,173,310,32,645,11.69999981,,,,,,,,,
1024,Euphorbia helioscopia,115.716666,-32.283333,185,302,93,800,8,,,,,,,,,
1025,Fumaria muralis,148.62,-32.25,171,322,29,647,23,,,,,,,,,
1026,Euphorbia helioscopia,148.25,-32.23,176,327,35,592,11,,,,,,,,,
1027,Euphorbia helioscopia,115.6,-32.2,186,297,97,741,8,,,,,,,,,
1028,Euphorbia helioscopia,115.771388,-32.2,184,305,91,826,8,,,,,,,,,
1029,Euphorbia helioscopia,115.8,-32.2,184,305,91,826,8,,,,,,,,,
1030,Ficus carica,116,-32.2,171,309,71,1067,14.18000031,,,,,,,,,
1031,Fumaria muralis,148.6,-32.2,172,322,29,638,16.04000092,,,,,,,,,
1032,Festuca arundinacea,-60.54,-32.19,180,318,64,991,39,,,,,,,,,
1033,Fumaria muralis,150.86581,-32.175545,173,309,33,654,14.30000019,,,,,,,,,
1034,Ficus carica,116.0167,-32.1667,171,309,71,1067,14.18000031,,,,,,,,,
1035,Fumaria muralis,116.0667,-32.1667,171,309,71,1067,14.18000031,,,,,,,,,
1036,Ficus carica,115.866666,-32.166666,184,308,88,858,3.99000001,,,,,,,,,
1037,Ficus carica,116.0166,-32.1666,174,312,74,1005,12.31000042,,,,,,,,,
1038,Fumaria muralis,116.0666,-32.1666,174,312,74,1005,12.31000042,,,,,,,,,
1039,Euphorbia helioscopia,115.670458,-32.159312,185,297,96,740,8,,,,,,,,,
1040,Fumaria muralis,117.073631,-32.1114,170,334,47,420,11,,,,,,,,,
1041,Euphorbia helioscopia,148.3,-32.1,176,327,34,596,11,,,,,,,,,
1042,Fallopia convolvulus,150.22,-32.1,160,298,20,665,28.39999962,,,,,,,,,
1043,Euphorbia helioscopia,115.823333,-32.093333,185,304,92,793,7.730337143,,,,,,,,,
1044,Fumaria muralis,116 003055,-32.075,174,313,75,960,12.19999981,,,,,,,,,
1045,Ficus carica,115 816666,-32.066666,185,304,93,782,7.150000095,,,,,,,,,
1046,Ficus carica,115.766666,-32.05,185,304,93,782,7.150000095,,,,,,,,,
1047,Festuca arundinacea,115.922777,-32.042777,184,314,86,829,3,,,,,,,,,
1048,Fumaria muralis,115.846944,-32.038888,185,310,90,815,4.199999809,,,,,,,,,
1049,Euphorbia helioscopia,115.746483,-32.035449,187,302,96,748,8,,,,,,,,,
1050,Fumaria muralis,117.333333,-32.033333,171,331,48,380,11,,,,,,,,,
1051,Fumaria muralis,115.966666,-32.021666,184,314,86,829,3,,,,,,,,,
1052,Fumaria muralis,115.8333,-32.0167,185,304,93,782,7.150000095,,,,,,,,,
1053,Fumaria muralis,115.83,-32.01,185,304,93,782,7.150000095,,,,,,,,,
1054,Euphorbia helioscopia,115.8,-32,185,304,93,782,7.150000095,,,,,,,,,
1055,Ficus carica,115.8,-32,185,304,93,782,7.150000095,,,,,,,,,
1056,Fumaria muralis,115.8,-32,185,304,93,782,7.150000095,,,,,,,,,
1057,Ficus carica,116,-32,174,313,75,960,12.19999981,,,,,,,,,
1058,Fumaria muralis,116,-32,174,313,75,960,12.19999981,,,,,,,,,
1059,Fumaria muralis,117.4,-32,172,332,50,365,14.10000038,,,,,,,,,
1060,Fallopia convolvulus,150.2,-32,158,296,19,701,56,,,,,,,,,
1061,Euphorbia helioscopia,115.816388,-31.983333,186,305,94,773,6.78000021,,,,,,,,,
1062,Fallopia convolvulus,115.9333,-31.9833,184,315,85,799,4.380000114,,,,,,,,,
1063,Fumaria muralis,148.0167,-31.9833,179,332,37,544,11,,,,,,,,,
1064,Fallopia convolvulus,115.853333,-31.981388,186,311,91,799,4.5,,,,,,,,,
1065,Fallopia convolvulus,115.93,-31.98,184,315,85,799,4.380000114,,,,,,,,,
1066,Fumaria muralis,148.01,-31.98,179,332,37,544,11,,,,,,,,,
1067,Ficus carica,116.06,-31.976388,176,316,77,864,12.65999985,,,,,,,,,
1068,Fallopia convolvulus,115.96,-31.95,184,315,85,799,4.380000114,,,,,,,,,
1069,Fallopia convolvulus,115.9667,-31.95,184,315,85,799,4.380000114,,,,,,,,,
1070,Fumaria muralis,115.966666,-31.933333,184,315,85,799,4.380000114,,,,,,,,,
1071,Fumaria muralis,115.878055,-31.9175,186,311,91,799,4.5,,,,,,,,,
1072,Festuca arundinacea,116.049722,-31.916666,180,320,80,784,25.54000092,,,,,,,,,
1073,Ficus carica,115.898055,-31.911388,184,311,89,796,6.570000172,,,,,,,,,
1074,Fumaria muralis,152.48384,-31.903688,180,280,62,1253,17,,,,,,,,,
1075,Fallopia convolvulus,115.9,-31.9,184,311,89,796,6.570000172,,,,,,,,,
1076,Euphorbia helioscopia,115.8333,-31.8833,186,306,93,767,6.679999828,,,,,,,,,
1077,Euphorbia helioscopia,115.83,-31.88,186,306,93,767,6.679999828,,,,,,,,,
1078,Festuca arundinacea,23.875,-31.875,140,291,-5,336,28,,,,,,,,,
1079,Fumaria muralis,151.88992,-31.873829,166,281,39,1051,21.04000092,,,,,,,,,
1080,Ficus carica,116.064722,-31.87,180,320,80,784,25.54000092,,,,,,,,,
1081,Fumaria muralis,115.75,-31.85,186,306,93,767,6.679999828,,,,,,,,,
1082,Fumaria muralis,116,-31.85,180,320,80,784,25.54000092,,,,,,,,,
1083,Euphorbia helioscopia,115.8,-31.8,185,308,91,765,6.090000153,,,,,,,,,
1084,Ficus carica,115.8,-31.8,185,308,91,765,6.090000153,,,,,,,,,
1085,Fumaria muralis,115.8,-31.8,185,308,91,765,6.090000153,,,,,,,,,
1086,Ficus carica,116,-31.8,182,324,80,756,24.85000038,,,,,,,,,
1087,Festuca arundinacea,116.6,-31.8,171,336,49,530,7.880000114,,,,,,,,,
1088,Fumaria muralis,116.6,-31.8,171,336,49,530,7.880000114,,,,,,,,,
1089,Fumaria muralis,117.3,-31.8,173,333,49,370,11,,,,,,,,,
1090,Ficus carica,115.861388,-31.775,184,313,88,777,4.039999962,,,,,,,,,
1091,Festuca arundinacea,116.666666,-31.75,171,336,49,530,7.880000114,,,,,,,,,
1092,Fumaria muralis,116.666666,-31.75,171,336,49,530,7.880000114,,,,,,,,,
1093,Fumaria muralis,116.65,-31.7333,176,341,53,488,11,,,,,,,,,
1094,Fumaria muralis,116.65,-31.73,176,341,53,488,11,,,,,,,,,
1095,Fumaria muralis,117.6,-31.7,175,335,51,330,10,,,,,,,,,
1096,Fallopia convolvulus,116.665,-31.651666,178,343,56,462,11,,,,,,,,,
1097,Fumaria muralis,116.665,-31.651666,178,343,56,462,11,,,,,,,,,
1098,Fumaria muralis,138.463889,-31.649444,172,332,30,330,23,,,,,,,,,
1099,Ficus carica,116.0325,-31.638333,180,329,76,729,7.880000114,,,,,,,,,
1100,Euphorbia helioscopia,24.625,-31.625,129,279,-17,425,28,,,,,,,,,
1101,Ficus carica,115.6,-31.6,186,304,94,726,7,,,,,,,,,
1102,Fallopia convolvulus,116.6,-31.6,178,343,56,462,11,,,,,,,,,
1103,Fumaria muralis,116.6,-31.6,178,343,56,462,11,,,,,,,,,
1104,Fumaria muralis,117.6,-31.6,175,336,51,329,10,,,,,,,,,
1105,Fumaria muralis,148.82292,-31.573633,171,323,24,615,11,,,,,,,,,
1106,Ficus carica,115.68,-31.548055,184,307,90,737,7.730000019,,,,,,,,,
1107,Fumaria muralis,115.676483,-31.544075,184,307,90,737,7.730000019,,,,,,,,,
1108,Ficus carica,138.6,-31.533333,163,324,20,417,23,,,,,,,,,
1109,Fumaria muralis,150.664,-31.5128,167,314,22,681,56,,,,,,,,,
1110,Fumaria muralis,152.88333,-31.466667,179,265,68,1535,11,,,,,,,,,
1111,Fallopia convolvulus,149.9356,-31.4569,167,313,21,660,56,,,,,,,,,
1112,Fallopia convolvulus,151.12,-31.45,146,281,8,851,16.63999939,,,,,,,,,
1113,Lycium barbarum,152.92,-31.45,178,263,69,1588,11,,,,,,,,,
1114,Fallopia convolvulus,152.82635,-31.445488,179,268,65,1462,11,,,,,,,,,
1115,Ficus carica,116.083333,-31.433333,178,327,72,726,10.44999981,,,,,,,,,
1116,Fumaria muralis,150.44557,-31.429153,171,318,25,628,56,,,,,,,,,
1117,Fallopia convolvulus,150.41522,-31.42629,168,314,23,648,56,,,,,,,,,
1118,Ficus carica,138.70728,-31.41867,161,323,18,415,23,,,,,,,,,
1119,Ficus carica,116,-31.4,178,327,71,704,9.199999809,,,,,,,,,
1120,Fallopia convolvulus,149.9,-31.4,170,318,23,652,19.54999924,,,,,,,,,
1121,Fumaria muralis,150.7,-31.4,158,303,15,741,11,,,,,,,,,
1122,Fallopia convolvulus,151.1,-31.4,150,286,11,818,11,,,,,,,,,
1123,Fumaria muralis,19.125,-31.375,162,308,31,302,32,,,,,,,,,
1124,Euphorbia helioscopia,25.125,-31.375,142,294,-9,409,24.12000084,,,,,,,,,
1125,Festuca arundinacea,26.625,-31.375,115,264,-35,575,26.22999954,,,,,,,,,
1126,Festuca arundinacea,27.875,-31.375,143,254,9,691,16.42000008,,,,,,,,,
1127,Festuca arundinacea,151.13,-31.35,150,286,11,818,11,,,,,,,,,
1128,Festuca arundinacea,151.1333,-31.35,150,286,11,818,11,,,,,,,,,
1129,Ficus carica,115.924444,-31.348055,181,325,76,710,5.159999847,,,,,,,,,
1130,Fumaria muralis,148.463,-31.3272,180,332,33,562,11,,,,,,,,,
1131,Euphorbia helioscopia,151.1483,-31.3097,153,290,13,793,11,,,,,,,,,
1132,Euphorbia helioscopia,149.27,-31.27,159,314,9,800,17.20000076,,,,,,,,,
1133,Lycium barbarum,151.11,-31.2275,155,292,13,772,11,,,,,,,,,
1134,Euphorbia helioscopia,151.1,-31.2,155,292,13,772,11,,,,,,,,,
1135,Fallopia convolvulus,150.93,-31.12,163,303,20,701,11,,,,,,,,,
1136,Fallopia convolvulus,150.40797,-31.11275,178,324,31,637,48.34999847,,,,,,,,,
1137,Fallopia convolvulus,150.93,-31.11,163,303,20,701,11,,,,,,,,,
1138,Fumaria muralis,145.45,-31.1,190,341,47,352,11,,,,,,,,,
1139,Lycium barbarum,151.1,-31.1,148,285,7,781,11,,,,,,,,,
1140,Fumaria muralis,150.95,-31.0833,158,298,15,716,6.519999981,,,,,,,,,
1141,Ficus carica,150.9667,-31.0833,158,298,15,716,6.519999981,,,,,,,,,
1142,Ficus carica,150.96,-31.08,158,298,15,716,6.519999981,,,,,,,,,
1143,Fumaria muralis,152.92,-31.02,186,275,75,1394,9.390000343,,,,,,,,,
1144,Fallopia convolvulus,151.9167,-31.0167,137,256,8,987,23,,,,,,,,,
1145,Fumaria muralis,145.5,-31,190,341,46,356,11,,,,,,,,,
1146,Fallopia convolvulus,150.9,-31,166,307,23,667,10.19999981,,,,,,,,,
1147,Ficus carica,151,-31,158,297,15,717,10.68000031,,,,,,,,,
1148,Festuca arundinacea,151.9,-31,120,239,-5,996,22.28000069,,,,,,,,,
1149,Lycium barbarum,152.97,-31,186,275,75,1394,9.390000343,,,,,,,,,
1150,Festuca arundinacea,151.58,-30.98,123,251,-11,813,11,,,,,,,,,
1151,Fumaria muralis,150.2169,-30.958963,180,327,32,646,54.65000153,,,,,,,,,
1152,Festuca arundinacea,150.9167,-30.9333,149,288,7,779,3,,,,,,,,,
1153,Festuca arundinacea,150.91,-30.93,166,307,21,662,6.519999981,,,,,,,,,
1154,Fumaria muralis,152.9,-30.9,184,279,69,1366,14.11999989,,,,,,,,,
1155,Lycium barbarum,153,-30.9,187,273,81,1465,22.7209301,,,,,,,,,
1156,Festuca arundinacea,27.125,-30.875,140,280,-19,620,27.47999954,,,,,,,,,
1157,Festuca arundinacea,27.625,-30.875,125,257,-17,665,25.84000015,,,,,,,,,
1158,Fumaria muralis,30.375,-30.875,194,258,117,1137,21,,,,,,,,,
1159,Ficus carica,138.97496,-30.82077,175,334,25,268,23,,,,,,,,,
1160,Fumaria muralis,152.91638,-30.72814,186,284,67,1416,11,,,,,,,,,
1161,Fumaria muralis,30.375,-30.625,187,256,101,1095,21,,,,,,,,,
1162,Fallopia convolvulus,150.0458,-30.6198,183,332,32,625,12.56000042,,,,,,,,,
1163,Fumaria muralis,138.371667,-30.600556,190,349,38,181,23,,,,,,,,,
1164,Euphorbia helioscopia,151.633,-30.5933,130,258,-3,806,11.11999989,,,,,,,,,
1165,Festuca arundinacea,151.6,-30.5667,130,258,-2,800,11,,,,,,,,,
1166,Festuca arundinacea,136.898611,-30.56,199,357,54,181,11,,,,,,,,,
1167,Festuca arundinacea,151.6,-30.56,130,258,-2,800,11,,,,,,,,,
1168,Fumaria muralis,150.94104,-30.549564,147,289,1,755,4.119999886,,,,,,,,,
1169,Euphorbia helioscopia,151.6667,-30.5167,133,260,0,792,11,,,,,,,,,
1170,Euphorbia helioscopia,151.66,-30.51,130,258,-2,800,11,,,,,,,,,
1171,Festuca arundinacea,151.6,-30.5,130,258,-2,800,11,,,,,,,,,
1172,Fumaria muralis,150.7044,-30.4056,157,304,3,726,11,,,,,,,,,
1173,Fumaria muralis,150.7211,-30.4055,157,304,3,726,11,,,,,,,,,
1174,Festuca arundinacea,151.6,-30.4,121,245,-6,840,11,,,,,,,,,
1175,Festuca arundinacea,28.375,-30.375,145,260,9,687,20.25,,,,,,,,,
1176,Fallopia convolvulus,151.46,-30.32,127,256,-5,823,11,,,,,,,,,
1177,Fallopia convolvulus,151.67,-30.32,118,238,-5,866,17.95999908,,,,,,,,,
1178,Fumaria muralis,150.7,-30.3,151,297,-1,779,11,,,,,,,,,
1179,Festuca arundinacea,152.1,-30.3,122,235,3,956,13.76000023,,,,,,,,,
1180,Festuca arundinacea,152.6,-30.3,149,253,31,1806,23,,,,,,,,,
1181,Euphorbia helioscopia,153.13931,-30.267979,187,273,71,1735,24,,,,,,,,,
1182,Festuca arundinacea,151.6666,-30.2,118,239,-6,879,23,,,,,,,,,
1183,Festuca arundinacea,151.6667,-30.2,118,238,-4,876,21.55999947,,,,,,,,,
1184,Fallopia convolvulus,151.7,-30.2,118,238,-4,876,21.55999947,,,,,,,,,
1185,Fallopia convolvulus,149.87227,-30.16441,184,334,32,679,43.52000046,,,,,,,,,
1186,Fumaria muralis,149.87227,-30.16441,184,334,32,679,43.52000046,,,,,,,,,
1187,Fallopia convolvulus,149.85852,-30.162483,184,334,32,679,43.52000046,,,,,,,,,
1188,Fumaria muralis,149.85852,-30.162483,184,334,32,679,43.52000046,,,,,,,,,
1189,Fumaria muralis,17.875,-30.125,163,289,47,196,23.04999924,,,,,,,,,
1190,Fumaria muralis,30.875,-30.125,205,274,118,1008,21,,,,,,,,,
1191,Euphorbia helioscopia,151.67,-30.12,116,235,-6,918,11.96000004,,,,,,,,,
1192,Festuca arundinacea,152.2,-30.1,147,263,19,1094,22.90999985,,,,,,,,,
1193,Galium palustre,151.774,-30.0931,115,233,-5,940,11,,,,,,,,,
1194,Fallopia convolvulus,151.78223,-30.087975,115,233,-5,940,11,,,,,,,,,
1195,Galium palustre,151.766667,-30.083333,117,235,-4,955,5,,,,,,,,,
1196,Fallopia convolvulus,145.92,-30.07,201,354,51,375,55,,,,,,,,,
1197,Fumaria muralis,150.3,-30.05,169,320,14,774,13.88000011,,,,,,,,,
1198,Fallopia convolvulus,151.67,-30.02,115,235,-7,958,16.63999939,,,,,,,,,
1199,Fallopia convolvulus,145.9,-30,202,354,51,371,44.20000076,,,,,,,,,
1200,Euphorbia helioscopia,151.7,-30,115,235,-7,958,16.63999939,,,,,,,,,
1201,Euphorbia helioscopia,146.8667,-29.9667,200,355,46,440,55,,,,,,,,,
1202,Fallopia convolvulus,151.7,-29.9,128,252,-1,885,15.76000023,,,,,,,,,
1203,Ficus carica,151.12617,-29.879156,147,286,-1,813,11,,,,,,,,,
1204,Fallopia convolvulus,27.375,-29.875,146,274,-3,712,20,,,,,,,,,
1205,Fallopia convolvulus,29.125,-29.875,98,211,-26,833,43.91999817,,,,,,,,,
1206,Fumaria muralis,29.375,-29.875,133,240,-20,1051,27.29999924,,,,,,,,,
1207,Festuca arundinacea,30.625,-29.875,186,265,76,923,18.38999939,,,,,,,,,
1208,Fallopia convolvulus,152.82666,-29.809494,188,294,57,1243,11,,,,,,,,,
1209,Euphorbia helioscopia,151.12,-29.77,154,294,2,774,18.79999924,,,,,,,,,
1210,Fumaria muralis,151.12,-29.77,154,294,2,774,18.79999924,,,,,,,,,
1211,Fallopia convolvulus,150.13,-29.75,180,330,24,704,11,,,,,,,,,
1212,Fallopia convolvulus,151.73,-29.75,131,256,0,878,23.57999992,,,,,,,,,
1213,Festuca arundinacea,151.73,-29.73,135,260,2,881,20.48999977,,,,,,,,,
1214,Fallopia convolvulus,151.6,-29.725,135,261,1,875,23.87000084,,,,,,,,,
1215,Fallopia convolvulus,149.8,-29.72,190,337,36,616,51.5,,,,,,,,,
1216,Fallopia convolvulus,150.95,-29.72,153,296,0,762,23,,,,,,,,,
1217,Fallopia convolvulus,151.72,-29.72,135,260,2,881,20.48999977,,,,,,,,,
1218,Euphorbia helioscopia,151.1,-29.7,157,297,4,752,23,,,,,,,,,
1219,Fallopia convolvulus,151.7,-29.7,135,260,2,881,20.48999977,,,,,,,,,
1220,Festuca arundinacea,151.7,-29.7,135,260,2,881,20.48999977,,,,,,,,,
1221,Festuca arundinacea,151.87,-29.68,134,255,5,928,7.71999979,,,,,,,,,
1222,Fallopia convolvulus,152.92,-29.67,192,292,65,1148,16.60000038,,,,,,,,,
1223,Fumaria muralis,24.125,-29.625,179,332,4,325,27.37999916,,,,,,,,,
1224,Fallopia convolvulus,27.875,-29.625,132,256,-11,778,23,,,,,,,,,
1225,Fallopia convolvulus,28.375,-29.625,87,206,-43,747,23,,,,,,,,,
1226,Fallopia convolvulus,28.875,-29.625,109,222,-25,656,23,,,,,,,,,
1227,Fallopia convolvulus,29.375,-29.625,116,224,-30,1031,13.76000023,,,,,,,,,
1228,Euphorbia helioscopia,30.125,-29.625,146,240,13,921,22.96999931,,,,,,,,,
1229,Euphorbia helioscopia,30.375,-29.625,183,274,46,888,20.45000076,,,,,,,,,
1230,Festuca arundinacea,30.375,-29.625,183,274,46,888,20.45000076,,,,,,,,,
1231,Fallopia convolvulus,151,-29.6,157,298,3,733,23,,,,,,,,,
1232,Fallopia convolvulus,151.6,-29.6,139,267,3,846,14.67000008,,,,,,,,,
1233,Fallopia convolvulus,151.7,-29.6,137,263,3,866,11,,,,,,,,,
1234,Festuca arundinacea,151.7,-29.6,137,263,3,866,11,,,,,,,,,
1235,Fallopia convolvulus,152.9,-29.6,192,296,62,1110,18.89999962,,,,,,,,,
1236,Fallopia convolvulus,150.23416,-29.439718,185,333,27,659,11,,,,,,,,,
1237,Fallopia convolvulus,27.625,-29.375,153,278,7,724,20,,,,,,,,,
1238,Fumaria muralis,27.625,-29.375,153,278,7,724,20,,,,,,,,,
1239,Fallopia convolvulus,28.125,-29.375,113,233,-27,768,23,,,,,,,,,
1240,Fallopia convolvulus,29125e123211,-29.375,93,202,-36,690,23,,,,,,,,,
1241,Festuca arundinacea,29.625,-29.375,117,218,-33,1062,12.89999962,,,,,,,,,
1242,Euphorbia helioscopia,30.125,-29.375,148,245,10,859,21,,,,,,,,,
1243,Fumaria muralis,30.125,-29.375,148,245,10,859,21,,,,,,,,,
1244,Festuca arundinacea,151.8,-29.3,141,263,7,872,4.119999886,,,,,,,,,
1245,Ficus carica,-54.87,-29.18,186,304,80,1825,26,,,,,,,,,
1246,Fallopia convolvulus,26.125,-29.125,161,301,-3,535,18.87000084,,,,,,,,,
1247,Fumaria muralis,26.125,-29.125,161,301,-3,535,18.87000084,,,,,,,,,
1248,Fallopia convolvulus,26.875,-29.125,151,290,-17,633,21,,,,,,,,,
1249,Fallopia convolvulus,27.125,-29.125,149,284,-15,653,22,,,,,,,,,
1250,Fallopia convolvulus,28.375,-29.125,76,186,-50,885,23,,,,,,,,,
1251,Fumaria muralis,29.375,-29.125,107,206,-27,910,18.875,,,,,,,,,
1252,Fumaria muralis,29.875,-29.125,145,243,0,865,21,,,,,,,,,
1253,Fumaria muralis,30.625,-29.125,162,248,48,884,20.95999908,,,,,,,,,
1254,Fumaria muralis,-51.1,-29.1,165,261,83,1918,52,,,,,,,,,
1255,Fallopia convolvulus,152.0167,-29.05,146,262,16,955,11,,,,,,,,,
1256,Fallopia convolvulus,27.625,-28.875,148,273,-6,721,18,,,,,,,,,
1257,Euphorbia helioscopia,152.57,-28.87,188,302,54,1042,11,,,,,,,,,
1258,Fumaria muralis,151.9192,-28.84732,140,257,12,934,11,,,,,,,,,
1259,Fumaria muralis,153.4,-28.82,192,282,80,1614,23,,,,,,,,,
1260,Festuca arundinacea,114.6,-28.8,196,329,90,485,7.131578922,,,,,,,,,
1261,Euphorbia helioscopia,152.6,-28.8,185,297,54,1091,20.75,,,,,,,,,
1262,Festuca arundinacea,114.616388,-28.769722,196,329,90,485,7.131578922,,,,,,,,,
1263,Festuca arundinacea,153.48,-28.72,194,281,87,1727,23,,,,,,,,,
1264,Fumaria muralis,151.903,-28.6994,152,273,15,808,11,,,,,,,,,
1265,Fallopia convolvulus,24.875,-28.625,178,324,10,443,21,,,,,,,,,
1266,Fumaria muralis,151.9489,-28.62081,149,267,15,865,11,,,,,,,,,
1267,Fumaria muralis,151.9,-28.6,151,272,15,814,11,,,,,,,,,
1268,Fallopia convolvulus,151.9178,-28.58174,148,267,15,880,11,,,,,,,,,
1269,Fumaria muralis,151.9178,-28.58174,148,267,15,880,11,,,,,,,,,
1270,Festuca arundinacea,153,-28.5,188,292,64,1294,23.59000015,,,,,,,,,
1271,Fumaria muralis,150.5011,-28.49842,193,333,41,635,39.15999985,,,,,,,,,
1272,Fallopia convolvulus,29.125,-28.375,139,250,-7,786,25,,,,,,,,,
1273,Fallopia convolvulus,29.375,-28.375,143,251,-3,829,24.25,,,,,,,,,
1274,Fumaria muralis,152.2941,-28.34,164,282,29,905,15.26000023,,,,,,,,,
1275,Fumaria muralis,152.2942,-28.34,164,282,29,905,15.26000023,,,,,,,,,
1276,Fallopia convolvulus,152.2953,-28.33841,164,282,29,905,15.26000023,,,,,,,,,
1277,Lycium barbarum,152.2953,-28.33841,164,282,29,905,15.26000023,,,,,,,,,
1278,Fallopia convolvulus,150.77969,-28.25092,190,328,38,641,16.29999924,,,,,,,,,
1279,Fumaria muralis,153.5,-28.22,198,283,92,1694,23,,,,,,,,,
1280,Fumaria muralis,151.98779,-28.20036,172,297,28,695,11.89999962,,,,,,,,,
1281,Fumaria muralis,152.3,-28.2,159,275,27,939,20.57999992,,,,,,,,,
1282,Festuca arundinacea,29.125,-28.125,134,252,-18,699,25,,,,,,,,,
1283,Fumaria muralis,153.5,-28.1,198,284,91,1602,23,,,,,,,,,
1284,Fallopia convolvulus,151.55,-28.08,178,307,32,675,17.47999954,,,,,,,,,
1285,Fumaria muralis,153.2167,-28.0333,187,279,73,1433,23.55999947,,,,,,,,,
1286,Euphorbia helioscopia,152.0094,-28.02341,170,291,29,733,48.29999924,,,,,,,,,
1287,Fallopia convolvulus,151.6,-28,176,303,31,692,23,,,,,,,,,
1288,Euphorbia helioscopia,151.9167,-27.9333,172,293,30,728,56,,,,,,,,,
1289,Euphorbia helioscopia,151.91,-27.93,175,298,31,729,56,,,,,,,,,
1290,Euphorbia helioscopia,152.0844,-27.91508,166,283,31,829,20.31999969,,,,,,,,,
1291,Fallopia convolvulus,152.7511,-27.91507,191,301,57,938,44.43999863,,,,,,,,,
1292,Fumaria muralis,153.2511,-27.91507,197,288,83,1370,23,,,,,,,,,
1293,Fumaria muralis,153.203,-27.9134,190,282,76,1296,22.76000023,,,,,,,,,
1294,Fallopia convolvulus,24.625,-27.875,187,334,11,423,40.24000168,,,,,,,,,
1295,Fumaria muralis,152.4178,-27.74841,192,309,51,930,11,,,,,,,,,
1296,Fallopia convolvulus,151.77609,-27.62341,174,295,34,709,56,,,,,,,,,
1297,Fallopia convolvulus,151.77,-27.62,174,295,34,709,56,,,,,,,,,
1298,Fallopia convolvulus,151.9178,-27.58175,171,287,37,902,16,,,,,,,,,
